"Estacion","Fecha inicial","Fecha final","NO"
"TANQUES EPM - GIRARDOTA","2024-12-07","","13.26959326"
"TANQUES EPM - GIRARDOTA","2024-12-06","","9.25311021"
"TANQUES EPM - GIRARDOTA","2024-12-05","","7.82388505"
"TANQUES EPM - GIRARDOTA","2024-12-04","","7.99109607"
"TANQUES EPM - GIRARDOTA","2024-12-03","","6.26275604"
"TANQUES EPM - GIRARDOTA","2024-12-02","","7.2128885"
"TANQUES EPM - GIRARDOTA","2024-12-01","","4.23891964"
"TANQUES EPM - GIRARDOTA","2024-11-30","","7.32079278"
"TANQUES EPM - GIRARDOTA","2024-11-29","","5.76652307"
"TANQUES EPM - GIRARDOTA","2024-11-28","","5.28160423"
"TANQUES EPM - GIRARDOTA","2024-11-27","","3.66094124"
"TANQUES EPM - GIRARDOTA","2024-11-26","","4.40817278"
"TANQUES EPM - GIRARDOTA","2024-11-25","","10.42649438"
"TANQUES EPM - GIRARDOTA","2024-11-24","","3.94020379"
"TANQUES EPM - GIRARDOTA","2024-11-23","","7.36234863"
"TANQUES EPM - GIRARDOTA","2024-11-22","","10.7186936"
"TANQUES EPM - GIRARDOTA","2024-11-21","","4.66526749"
"TANQUES EPM - GIRARDOTA","2024-11-20","","14.66328479"
"TANQUES EPM - GIRARDOTA","2024-11-19","","19.03225807"
"TANQUES EPM - GIRARDOTA","2024-11-18","","5.43881494"
"TANQUES EPM - GIRARDOTA","2024-11-17","","12.87154087"
"TANQUES EPM - GIRARDOTA","2024-11-16","","12.23683792"
"TANQUES EPM - GIRARDOTA","2024-11-15","","14.29173456"
"TANQUES EPM - GIRARDOTA","2024-11-14","","14.48970113"
"TANQUES EPM - GIRARDOTA","2024-11-13","","14.0041591"
"TANQUES EPM - GIRARDOTA","2024-11-12","","22.13993881"
"TANQUES EPM - GIRARDOTA","2024-11-11","","11.48950406"
"TANQUES EPM - GIRARDOTA","2024-11-10","","9.80147037"
"TANQUES EPM - GIRARDOTA","2024-11-09","","9.55132792"
"TANQUES EPM - GIRARDOTA","2024-11-08","","23.63543279"
"TANQUES EPM - GIRARDOTA","2024-11-07","","21.63491913"
"TANQUES EPM - GIRARDOTA","2024-11-06","","14.72147645"
"TANQUES EPM - GIRARDOTA","2024-11-05","","11.70246698"
"TANQUES EPM - GIRARDOTA","2024-11-04","","9.7643252"
"TANQUES EPM - GIRARDOTA","2024-11-03","","8.30723423"
"TANQUES EPM - GIRARDOTA","2024-11-02","","12.9669425"
"TANQUES EPM - GIRARDOTA","2024-11-01","","11.77076066"
"TANQUES EPM - GIRARDOTA","2024-10-31","","14.37834929"
"TANQUES EPM - GIRARDOTA","2024-10-30","","9.81269754"
"TANQUES EPM - GIRARDOTA","2024-10-29","","10.14319089"
"TANQUES EPM - GIRARDOTA","2024-10-28","","10.52698481"
"TANQUES EPM - GIRARDOTA","2024-10-27","","6.36227815"
"TANQUES EPM - GIRARDOTA","2024-10-26","","5.83121765"
"TANQUES EPM - GIRARDOTA","2024-10-25","","5.56785673"
"TANQUES EPM - GIRARDOTA","2024-10-24","","10.97481184"
"TANQUES EPM - GIRARDOTA","2024-10-23","","6.51500311"
"TANQUES EPM - GIRARDOTA","2024-10-22","","10.63552392"
"TANQUES EPM - GIRARDOTA","2024-10-21","","5.39677013"
"TANQUES EPM - GIRARDOTA","2024-10-20","","1.76768606"
"TANQUES EPM - GIRARDOTA","2024-10-19","","5.12007023"
"TANQUES EPM - GIRARDOTA","2024-10-18","","5.79155051"
"TANQUES EPM - GIRARDOTA","2024-10-17","","5.8536179"
"TANQUES EPM - GIRARDOTA","2024-10-16","","5.88526313"
"TANQUES EPM - GIRARDOTA","2024-10-15","","6.11017865"
"TANQUES EPM - GIRARDOTA","2024-10-14","","6.64492217"
"TANQUES EPM - GIRARDOTA","2024-10-13","","4.21167074"
"TANQUES EPM - GIRARDOTA","2024-10-12","","6.35872673"
"TANQUES EPM - GIRARDOTA","2024-10-11","","7.66201499"
"TANQUES EPM - GIRARDOTA","2024-10-10","","11.11296132"
"TANQUES EPM - GIRARDOTA","2024-09-30","","26.18465116"
"TANQUES EPM - GIRARDOTA","2024-09-29","","26.29246746"
"TANQUES EPM - GIRARDOTA","2024-09-28","","34.4674058"
"TANQUES EPM - GIRARDOTA","2024-09-27","","14.56953406"
"TANQUES EPM - GIRARDOTA","2024-09-26","","10.80200933"
"TANQUES EPM - GIRARDOTA","2024-09-25","","8.50254233"
"TANQUES EPM - GIRARDOTA","2024-09-24","","10.63712549"
"TANQUES EPM - GIRARDOTA","2024-09-23","","5.34046216"
"TANQUES EPM - GIRARDOTA","2024-09-22","","2.85934035"
"TANQUES EPM - GIRARDOTA","2024-09-21","","3.80918663"
"TANQUES EPM - GIRARDOTA","2024-09-20","","5.62259532"
"TANQUES EPM - GIRARDOTA","2024-09-19","","7.27828465"
"TANQUES EPM - GIRARDOTA","2024-09-18","","6.55634015"
"TANQUES EPM - GIRARDOTA","2024-09-17","","5.76727325"
"TANQUES EPM - GIRARDOTA","2024-09-16","","5.73449188"
"TANQUES EPM - GIRARDOTA","2024-09-15","","3.08151454"
"TANQUES EPM - GIRARDOTA","2024-09-14","","7.26012888"
"TANQUES EPM - GIRARDOTA","2024-09-13","","7.90586788"
"TANQUES EPM - GIRARDOTA","2024-09-12","","8.12896691"
"TANQUES EPM - GIRARDOTA","2024-09-11","","5.31580728"
