"Estacion","Fecha inicial","Fecha final","SO2"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-03-06","","27.09649889"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-03-05","","29.81955363"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-03-04","","14.40241887"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-03-03","","27.08091186"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-03-02","","25.22605488"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-02-29","","34.30394314"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-02-24","","19.61689148"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-02-23","","14.02053656"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-02-22","","22.52014588"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-02-21","","38.42827218"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-02-20","","23.60032729"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-02-19","","23.31664329"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-02-18","","33.97661544"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-02-17","","24.02585331"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-02-16","","29.97230655"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-02-15","","34.14027929"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-02-14","","34.04208098"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-02-13","","27.24457571"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-02-12","","52.93980029"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-02-11","","41.30875596"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-02-10","","40.33768377"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-02-09","","31.91445092"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-02-08","","44.49474559"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-02-07","","49.92838544"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-02-06","","31.22706274"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-02-05","","41.09053749"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-02-04","","50.07022744"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-02-03","","37.93728063"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-02-02","","42.56351215"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-02-01","","34.14027929"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-01-31","","26.09892875"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-01-30","","43.43638602"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-01-29","","42.3562046"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-01-28","","25.35698596"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-01-27","","26.66629677"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-01-26","","37.29353615"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-01-25","","28.37931174"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-01-24","","22.76018619"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-01-23","","28.50726711"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-01-22","","20.78530906"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-01-21","","35.86420518"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-01-20","","42.34529368"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-01-19","","87.17827788"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-01-18","","61.28665668"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-01-17","","36.81345552"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-01-16","","32.98372141"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-01-15","","33.96570452"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-01-14","","40.81634124"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-01-13","","55.36202528"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-01-12","","34.58762715"
